Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];∅ Anrainer DE/LU[€/MWh];Belgien[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Niederlande[€/MWh];Norwegen 2[€/MWh];Österreich[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Tschechien[€/MWh];DE/AT/LU[€/MWh];Italien (Nord)[€/MWh];Slowenien[€/MWh];Ungarn[€/MWh]
27.05.2022;21:00;77,12;117,24;117;72,57;11,67;178,99;236,98;74,73;96,88;129,24;11,67;179,88;180;-;277,28;183,7;265,02
27.05.2022;22:00;75,96;120,69;148,8;68,05;7,04;203,29;270,85;70,09;99,92;133,86;7,04;184,78;133,86;-;275;135;233
27.05.2022;23:00;76,49;95,91;102;48,65;5,38;189;179,8;50,1;97,36;99,87;5,38;180,08;97,36;-;230,49;111,17;203,04
28.05.2022;00:00;9,79;94,34;169,11;9,79;7,49;169,11;248,61;10,09;37,7;97,67;7,49;183,02;97,67;-;211,21;211,21;180,62
28.05.2022;01:00;8,11;76,53;120,12;8,11;5,47;151,53;163,7;8,35;27,35;91,39;5,47;168,96;91,39;-;207;207;141,32
28.05.2022;02:00;3,78;71,19;114,75;3,69;3,69;158,68;127;3,8;24,03;89,45;3,69;164,89;89,45;-;223,06;209;131,01
28.05.2022;03:00;2,73;64,62;103,94;2,73;2,73;148,5;96,9;2,81;15,37;89,24;2,73;156,58;89,24;-;218,69;150;122,23
28.05.2022;04:00;2,99;65,19;106,15;2,92;2,92;151;100,1;3;16,18;88,21;2,92;155,52;88,21;-;210,72;150;134,94
28.05.2022;05:00;1,93;69,71;103,72;1,93;1,93;153,75;156,6;1,99;15,46;84,88;1,93;159,78;84,88;-;200,06;46,37;122,31
28.05.2022;06:00;2,97;64,76;112,41;2,97;2,97;150,67;92,9;2,97;10,91;86,82;2,97;159,98;86,82;-;200,79;10,91;155,01
28.05.2022;07:00;1,96;62,19;104,57;1,96;1,91;155,12;72;1,91;8,62;88;1,91;160,08;88;-;204,36;10;207,19
28.05.2022;08:00;0,59;62,48;86,09;0,59;0,72;155,04;89,98;0,72;10,44;87,36;0,72;168,28;87,36;-;201;10,44;212,93
28.05.2022;09:00;0,02;57,1;51,56;0,08;1,35;152,67;-18,94;1,35;92,45;92,45;1,35;161,28;92,45;-;195,9;92,45;212,9
28.05.2022;10:00;-0,05;55,71;31,77;-0,03;1,51;144,56;-20,01;1,51;98,96;98,96;1,51;155,06;98,96;-;194,1;98,96;212,9
28.05.2022;11:00;-0,28;51,19;13,06;-0,28;1,87;145,01;-54,38;1,87;99,94;99,94;1,87;154,29;99,94;-;192,95;150;180,62
28.05.2022;12:00;-1,36;45,49;-1,86;-0,03;1,79;148,5;-78;1,79;90,78;90,78;1,79;154,05;90,78;-;180,72;180,72;184,62
28.05.2022;13:00;-13,85;41,91;-10;-0,07;1,73;144;-84,4;1,73;88,08;88,08;1,73;142,07;88,08;-;162,6;150;135,01
28.05.2022;14:00;-10,01;33,49;-59,02;-1;1,86;141,7;-68,36;1,86;66,26;81,93;1,86;135,04;66,26;-;162,3;150;130,93
28.05.2022;15:00;-3,15;43,89;18,84;-3,15;2,23;138,46;-67,83;2,23;89,74;89,74;2,23;120,57;89,74;-;172,83;150;134,16
28.05.2022;16:00;-0,03;36,5;13,53;-0,03;3,28;110,8;-42,1;3,28;14,55;92,41;3,28;110,04;92,41;-;185,36;150;141,32
28.05.2022;17:00;12,56;47,41;-5;12,56;12,87;126,62;-8,5;12,87;25,97;88,02;12,87;155,16;88,02;-;194,39;25,97;143,91
28.05.2022;18:00;79,44;95,47;63,97;77,84;77,53;143,5;98,9;84,25;89,63;90,92;77,53;155,18;90,92;-;209,21;89,63;180,62
28.05.2022;19:00;135,46;137,96;122,69;132,21;132,21;161,65;132,21;125,12;139,9;139,9;132,21;159,57;139,9;-;225;139,9;212,94
28.05.2022;20:00;158,33;155,6;156,41;154,53;154,53;161,3;156,6;135,63;158,84;154,73;154,53;166,16;158,33;-;238,56;158,84;250
28.05.2022;21:00;164,37;155,65;164,37;141,25;141,25;164,37;164,37;137,15;164,37;164,37;141,25;165,03;164,37;-;233,99;164,37;235,09
28.05.2022;22:00;170;158,1;168,83;141,4;141,4;176,86;176,49;137,3;171,07;151,23;141,4;163,13;170;-;218,69;171,07;202,42
28.05.2022;23:00;158,08;150,64;154,29;135,82;135,82;174,52;169,4;131,88;160,65;135,82;135,82;164,98;158,08;-;210;160,65;161,98
29.05.2022;00:00;162,11;160,07;179,13;143,27;143,27;179,13;219,9;139,12;165,19;129,07;129,07;171,46;162,11;-;201,38;165,19;165,19
29.05.2022;01:00;141,28;148,05;158,07;140,99;140,99;159,96;206,7;136,9;144,63;116,95;116,95;165,11;141,28;-;195,29;144,63;144,63
29.05.2022;02:00;140,79;145,67;157,66;140,5;140,5;154,3;195;136,43;143,27;116,97;116,97;160,03;140,79;-;191,32;143,27;143,27
29.05.2022;03:00;138,37;140,85;150;138,37;138,37;146,81;172,58;134,35;139,93;117,41;117,41;155,8;138,37;-;190,64;139,93;139,93
29.05.2022;04:00;140,04;136,52;140,04;140,04;140,04;140,04;140,04;135,98;140,04;115,23;115,23;155,04;140,04;-;188,61;140,04;140,04
29.05.2022;05:00;141,32;137,24;141,32;141,32;141,32;141,32;141,32;136,94;141,32;114,9;114,9;153,63;141,32;-;184,4;141,32;141,32
29.05.2022;06:00;133,8;133,25;135,61;133,8;133,8;135,75;140;130,2;134,14;116,82;116,82;155,06;133,8;-;180,72;134,14;134,14
29.05.2022;07:00;138,37;135,82;138,37;138,37;138,37;138,37;138,37;134,36;138,37;117,01;117,01;157,08;138,37;-;182,95;138,37;138,37
29.05.2022;08:00;140,15;139,99;140,15;140,15;140,15;140,15;140,15;136,09;140,15;129,54;132,01;161,24;140,15;-;183,05;140,15;140,15
29.05.2022;09:00;140,08;138,98;140,08;140,08;140,08;140,08;140,08;140,08;140,08;115,84;140,08;152,22;140,08;-;184,4;140,08;140,08
29.05.2022;10:00;140;137,94;140;140;140;140;140;140;140;107,3;140;150,05;140;-;186,12;140;140
29.05.2022;11:00;145,06;142,32;145,06;145,06;145,06;145,06;145,06;145,06;145,06;106,67;145,06;153,35;145,06;-;185,27;145,06;145,06
29.05.2022;12:00;141;136,29;141;141;141;141;141;141;141;88,28;141;141,92;141;-;185,96;150;141
29.05.2022;13:00;133,49;129,17;133,49;133,49;133,49;133,49;133,49;133,49;133,49;91,13;133,49;128,32;133,49;-;173,11;150;133,49
29.05.2022;14:00;123,78;120,46;123,78;123,78;123,78;123,78;123,78;125,26;123,78;108,85;123,78;100,74;123,78;-;168,09;127,94;123,78
29.05.2022;15:00;121,59;118,55;121,59;121,59;121,59;121,59;121,59;125,48;121,59;100,58;121,59;105,29;121,59;-;131,99;131,99;121,59
29.05.2022;16:00;120;121,39;120;120;120;120;120;136,54;120;115,59;120;123,18;120;-;161,13;161,13;120
29.05.2022;17:00;150;147,36;150;150;150;150;150;150;150;117,99;150;152,96;150;-;173,46;173,46;150
29.05.2022;18:00;179,56;174,69;179,56;179,56;179,56;179,56;179,56;157,04;179,56;148,58;179,56;179,48;179,56;-;179,56;179,56;179,56
29.05.2022;19:00;201,38;194,62;201,38;171,89;201,38;201,38;201,38;159,44;201,38;201,38;196,55;203,27;201,38;-;201,38;201,38;201,38
29.05.2022;20:00;214,94;209,5;214,94;214,94;214,94;214,94;214,94;158,11;214,94;214,94;209,78;217,06;214,94;-;214,94;214,94;214,94
29.05.2022;21:00;224,97;218,11;224,97;224,97;224,97;224,97;224,97;158,17;224,97;224,97;219,57;221,74;224,97;-;224,97;224,97;224,97
29.05.2022;22:00;225;217,15;225;225;225;225;225;158,33;225;217,29;219,6;218,45;225;-;225;225;225
29.05.2022;23:00;214,96;202,7;214,96;214,96;214,96;214,96;214,96;158,36;214,96;150,06;209,8;206,75;214,96;-;214,96;214,96;214,96
30.05.2022;00:00;203,9;187,29;203,9;203,9;203,9;203,9;203,9;159,22;203,9;135,23;135,23;203,22;203,9;-;203,9;203,9;203,9
30.05.2022;01:00;194,72;179,16;194,72;194,72;194,72;194,72;194,72;159,25;194,72;126,44;126,44;195,61;194,72;-;194,72;194,72;194,72
30.05.2022;02:00;192,65;176,11;192,65;192,65;192,65;192,65;192,65;159,25;192,65;124,63;124,63;180,12;192,65;-;192,65;192,65;192,65
30.05.2022;03:00;184,5;171,49;184,5;184,5;184,5;184,5;184,5;159,25;184,5;131,26;131,26;173,15;184,5;-;193,49;184,5;184,5
30.05.2022;04:00;182,92;171,6;182,92;182,92;182,92;182,92;182,92;159,27;182,92;135,62;135,62;176,64;182,92;-;194,31;182,92;182,92
30.05.2022;05:00;195,74;184,05;195,74;195,74;195,74;195,74;195,74;159,23;195,74;150,7;150,7;193,7;195,74;-;195,74;195,74;195,74
30.05.2022;06:00;230,68;219,29;230,68;230,68;230,68;230,68;230,68;162,06;230,68;185,79;225,14;224,43;230,68;-;230,68;230,68;230,68
30.05.2022;07:00;257,95;247,76;257,95;257,95;257,95;257,95;257,95;182,55;257,95;230,36;257,95;248,89;257,95;-;257,95;257,95;257,95
30.05.2022;08:00;260,27;252,36;260,27;260,27;260,27;260,27;260,27;196,21;260,27;239,76;260,27;257,86;260,27;-;260,27;260,27;260,27
30.05.2022;09:00;232,92;228,98;232,92;232,92;232,92;232,92;232,92;191,62;232,92;228,95;232,92;234,81;232,92;-;232,92;232,92;232,92
30.05.2022;10:00;230;220,35;230;230;230;230;230;191,16;230;167,12;230;225,57;230;-;230;230;230
30.05.2022;11:00;229,77;217,82;229,77;229,77;229,77;229,77;229,77;183,75;229,77;151,34;229,77;222,75;229,77;-;229,77;229,77;229,77
30.05.2022;12:00;215;204,52;215;215;215;215;215;177,08;215;147,07;209,84;210,74;215;-;215;215;215
30.05.2022;13:00;207,5;198,67;207,5;207,5;207,5;207,5;207,5;177,35;207,5;147,93;202,52;205,07;207,5;-;207,5;207,5;207,5
30.05.2022;14:00;201,28;193,03;201,28;201,28;201,28;201,28;201,28;177,03;201,28;143,37;196,45;197,55;201,28;-;210,38;210,38;201,28
30.05.2022;15:00;202,29;195,19;202,29;202,29;202,29;202,29;202,29;189,97;202,29;144,48;197,43;199,13;202,29;-;210,38;210,38;202,29
30.05.2022;16:00;210,9;202,78;210,9;210,9;210,9;210,9;210,9;193,98;210,9;150,67;205,84;203,77;210,9;-;212,92;212,92;210,9
30.05.2022;17:00;225,7;216,72;225,7;225,7;225,7;225,7;225,7;185,19;225,7;174,7;220,29;223,87;225,7;-;225,7;225,7;225,7
30.05.2022;18:00;241,36;235,97;241,36;241,36;241,36;241,36;241,36;191,54;241,36;229,36;235,57;249,67;241,36;-;241,36;241,36;241,36
30.05.2022;19:00;291,14;276,29;291,14;291,14;291,14;291,14;291,14;175,37;291,14;262,44;284,16;279,2;291,14;-;291,14;291,14;291,14
30.05.2022;20:00;295;280,51;295;295;295;295;295;173,54;295;287,92;287,92;271,18;295;-;295;295;300,5
30.05.2022;21:00;266,46;256,39;266,46;266,46;266,46;266,46;266,46;167,79;266,46;266,46;260,06;260,77;266,46;-;266,46;266,46;266,46
30.05.2022;22:00;243,68;235,62;243,68;243,68;243,68;243,68;243,68;164,12;243,68;236,79;237,83;247,35;243,68;-;243,68;243,68;243,68
30.05.2022;23:00;227,5;208,05;227,5;227,5;227,5;227,5;227,5;162,9;227,5;163,95;145,01;224,17;227,5;-;227,5;227,5;227,5
31.05.2022;00:00;200,91;186,72;200,91;200,91;200,91;200,91;200,91;168,95;200,91;174,76;80,82;223,03;200,91;-;209,5;200,91;200,91
31.05.2022;01:00;183;170,86;183;183;183;183;183;167,58;183;181,76;39,07;210,02;183;-;207,5;183;183
31.05.2022;02:00;179,62;166,99;179,62;179,62;179,62;179,62;179,62;166,05;179,62;179,62;32,51;201,38;179,62;-;205,67;179,62;179,62
31.05.2022;03:00;177,02;164,45;177,02;177,02;177,02;177,02;177,02;164,25;177,02;177,02;31,36;197,17;177,02;-;205,67;177,02;177,02
31.05.2022;04:00;180,01;166,56;180,01;180,01;180,01;180,01;180,01;163,4;180,01;180,01;31,57;197,08;180,01;-;206,02;180,01;180,01
31.05.2022;05:00;195,99;177,42;195,99;195,99;195,99;195,99;195,99;163,58;195,99;158,2;52,09;205,87;195,99;-;209,5;195,99;195,99
31.05.2022;06:00;228,68;218,76;228,68;228,68;228,68;228,68;228,68;164,78;228,68;186,77;223,19;230,89;228,68;-;247,47;236,84;228,68
31.05.2022;07:00;247,77;235,77;247,77;247,77;247,77;247,77;247,77;176,8;247,77;181,98;247,77;252,58;247,77;-;247,77;247,77;247,77
31.05.2022;08:00;243,14;232,97;243,14;243,14;243,14;243,14;243,14;200,37;243,14;168,21;243,14;248,92;243,14;-;310;250,1;243,14
31.05.2022;09:00;225,9;215,18;225,9;225,9;225,9;225,9;225,9;199,93;225,9;134,38;225,9;225,52;225,9;-;275;250,1;225,9
31.05.2022;10:00;200,63;194,41;192,37;200,63;200,63;210,12;196;194,41;202,43;129,78;200,63;210,83;200,63;-;258,1;250;202,43
31.05.2022;11:00;193,91;188,6;182,58;193,91;193,91;206,11;185,7;187,89;196,28;128,9;193,91;211,45;193,91;-;230;230;196,28
31.05.2022;12:00;192,27;186,7;191,13;191,8;192,27;193,09;191,8;185,7;192,46;129,8;187,65;205,49;192,46;-;216,11;216,11;192,46
31.05.2022;13:00;184,07;179,57;184,07;184,07;184,07;184,07;184,07;178,37;184,07;129,77;179,66;199;184,07;-;212,85;212,85;214,15
31.05.2022;14:00;182,54;177,47;173,36;182,54;182,54;190,14;172,07;176,88;184,01;129,81;178,16;198,69;184,01;-;220;220;204,52
31.05.2022;15:00;182,08;177,58;182,08;182,08;182,08;182,08;182,08;172,75;182,08;131,54;177,71;196,86;182,08;-;224,8;224,8;204,17
31.05.2022;16:00;182,38;181,06;182,38;182,38;182,38;182,38;182,38;174,55;182,38;153,42;178,01;209,07;182,38;-;224,8;224,8;235,03
31.05.2022;17:00;200;197,76;200;200;200;200;200;174,05;200;183,5;195,2;222,6;200;-;224,8;224,8;235,99
31.05.2022;18:00;234,97;228,2;234,97;234,97;234,97;234,97;234,97;174,01;234,97;227,06;229,33;235,05;234,97;-;234,97;234,97;237,1
31.05.2022;19:00;255,02;244,31;246,79;255,02;255,02;249,8;232;168,93;254,11;255,02;248,9;266,8;255,02;-;267,78;267,78;273,65
31.05.2022;20:00;258,67;248,48;252,68;258,67;258,67;254,67;241,7;169,35;257,98;258,67;252,46;269,76;258,67;-;275,08;275,08;293,18
31.05.2022;21:00;247,51;238,55;247,51;247,51;247,51;247,51;247,51;169,2;247,51;229,74;241,57;250,92;247,51;-;247,51;247,51;254,42
31.05.2022;22:00;240,01;211,33;240,01;240,01;240,01;240,01;240,01;168,93;240,01;210,52;30,65;234,45;240,01;-;240,01;240,01;240,01
31.05.2022;23:00;227,98;196,36;227,98;227,98;227,98;227,98;227,98;168,29;227,98;155,11;18,42;222,23;227,98;-;227,98;227,98;228,36
01.06.2022;00:00;220;193,68;220;220;220;220;220;173,49;220;194,82;10;212,15;220;-;220;220;220
01.06.2022;01:00;207,45;181,75;207,45;207,45;207,45;207,45;207,45;169,88;207,45;169,92;9,5;197,81;207,45;-;207,45;207,45;207,45
01.06.2022;02:00;199,09;175,14;199,09;199,09;199,09;199,09;199,09;168,82;199,09;168,01;9;187,07;199,09;-;205;199,09;199,09
01.06.2022;03:00;182,53;164,27;182,53;182,53;182,53;182,53;182,53;168,76;182,53;169,16;9,99;181,4;182,53;-;211,5;182,53;182,53
01.06.2022;04:00;182,28;164,26;182,28;182,28;182,28;182,28;182,28;169,32;182,28;167,29;11,59;182,72;182,28;-;211,5;182,28;182,28
01.06.2022;05:00;198,95;179,1;198,95;198,95;198,95;198,95;198,95;169,03;198,95;181,41;31,88;195,11;198,95;-;213,65;198,95;198,95
01.06.2022;06:00;230;219,07;230;230;230;230;230;169,27;230;185,64;219,01;225,87;230;-;259,99;240,1;230
01.06.2022;07:00;249,68;236,98;249,68;249,68;249,68;249,68;249,68;178,93;249,68;192,35;243,69;244,05;249,68;-;249,68;249,68;249,68
01.06.2022;08:00;246,36;238,12;246,36;246,36;246,36;246,36;246,36;187,61;246,36;227,28;240,45;239,51;246,36;-;246,36;246,36;246,36
01.06.2022;09:00;228,82;225,41;228,82;228,82;228,82;228,82;228,82;200,22;228,82;226,85;223,33;227,38;228,82;-;233,67;233,67;228,82
01.06.2022;10:00;211,8;206,74;211,8;211,8;211,8;211,8;211,8;194,91;211,8;170,8;206,72;219,16;211,8;-;230,51;230,51;211,8
01.06.2022;11:00;206,6;201,27;206,6;206,6;206,6;206,6;206,6;190,52;206,6;159,67;201,64;215,92;206,6;-;223,94;223,94;206,6
01.06.2022;12:00;189,77;190,6;188,69;189,38;189,77;202,37;189,38;183,89;211;144,25;185,21;201,63;211;-;217,42;217,42;211
01.06.2022;13:00;184,86;187,06;183,68;184,48;184,86;199,66;184,48;179,13;211;131,03;180,42;207,93;211;-;217,42;217,42;211
01.06.2022;14:00;184,86;184,78;184,86;184,86;184,86;194,82;184,86;179,13;205,25;123,19;180,42;205,06;205,25;-;223,94;223,94;205,25
01.06.2022;15:00;180,04;174,62;180,04;180,04;180,04;180,04;180,04;173,36;180,04;124,32;175,72;187,18;180,04;-;233,67;233,67;220
01.06.2022;16:00;181,6;176,74;181,6;181,6;181,6;181,6;181,6;172,8;181,6;131,12;177,24;191,83;181,6;-;241,26;241,26;235,07
01.06.2022;17:00;199,71;195,39;199,71;199,71;199,71;199,71;199,71;183,09;199,71;164,07;194,92;209,28;199,71;-;260,55;260,55;252,11
01.06.2022;18:00;229,92;222,82;229,92;229,92;229,92;229,92;229,92;202,02;229,92;185,73;224,4;229,42;229,92;-;275;275;254,76
01.06.2022;19:00;251,98;241,9;251,98;251,98;251,98;251,98;251,98;183,05;251,98;215,38;245,94;252,72;251,98;-;321,56;308,11;267,16
01.06.2022;20:00;257,71;250,3;257,71;257,71;257,71;257,71;257,71;179,71;257,71;257,71;251,53;260,34;257,71;-;332,2;301,93;302,96
01.06.2022;21:00;262,6;251,7;262,6;262,6;262,6;262,6;262,6;182,32;262,6;248,05;256,3;243,86;262,6;-;275;274,23;269,9
01.06.2022;22:00;250;238,77;250;250;250;250;250;178,82;250;218,55;244;235,05;250;-;250;250;250
01.06.2022;23:00;230,33;213,46;230,33;230,33;230,33;230,33;230,33;170,94;230,33;190,18;149,84;224,83;230,33;-;236,42;236,42;230,33
02.06.2022;00:00;191;189,91;191;191;191;191;191;172,52;191;191;186,42;202,07;191;-;220,49;220,49;204,55
02.06.2022;01:00;175,04;170,28;175,04;172,21;172,21;175,04;175,04;167,21;175,04;175,04;122,25;188,97;175,04;-;215,42;214,48;175,04
02.06.2022;02:00;169,33;163,51;169,33;168,98;168,98;169,33;169,33;164,08;169,33;169,33;96,7;183,92;169,33;-;218,18;190;169,33
02.06.2022;03:00;161,96;156,54;161,96;161,62;161,62;161,96;161,96;156,94;161,96;161,96;91,9;178,1;161,96;-;221,56;161,96;161,96
02.06.2022;04:00;165,05;156,14;165,05;147,98;147,98;165,05;165,05;149,97;165,05;165,05;103,9;177,46;165,05;-;219,41;165,05;165,05
02.06.2022;05:00;171,7;164,13;171,7;148,39;148,39;171,7;171,7;148,39;171,7;171,7;148,39;181,67;171,7;-;216,24;177,1;171,7
02.06.2022;06:00;209,65;201,39;209,65;193,26;204,62;209,65;209,65;164,51;209,65;191,96;204,62;208,03;209,65;-;219,99;219,99;209,65
02.06.2022;07:00;223,1;215,42;223,1;223,1;223,1;223,1;223,1;175,38;223,1;188,38;223,1;221,09;223,1;-;223,1;223,1;223,1
02.06.2022;08:00;218,13;211,56;218,13;218,13;218,13;218,13;218,13;184,92;218,13;180,97;218,13;216,21;218,13;-;218,5;218,5;218,13
02.06.2022;09:00;190,26;186,49;188,47;188,76;188,76;193,25;188,76;178,35;190,92;156,13;188,76;198,26;190,92;-;201,27;201,27;190,92
02.06.2022;10:00;173,81;168,69;170;170,14;170,14;180,18;170,14;168,42;175,21;122,26;169,63;184,31;175,21;-;187,19;187,19;175,21
02.06.2022;11:00;167,5;163,22;156,05;160,58;162,31;179,94;160,32;162,31;180;112,3;162,31;179,32;180;-;180;180;180
02.06.2022;12:00;162,51;161,49;157,98;156,9;156,9;179,93;156,9;156,9;179,93;115,6;156,9;178,53;179,93;-;179,93;179,93;179,93
02.06.2022;13:00;152,8;153,74;146,79;145,42;149,14;174,91;145,42;149,14;174,91;104,63;149,14;176,76;174,91;-;174,91;174,91;174,91
02.06.2022;14:00;150,4;150,78;145,21;144;146,85;169,43;144;146,85;169,43;105,78;146,85;170,7;169,43;-;169,43;169,43;169,43
02.06.2022;15:00;154,8;155,38;148,64;147,88;148,88;171,85;147,88;148,88;180;116,11;148,88;170,18;180;-;180;180;180
02.06.2022;16:00;164,86;163,62;154,75;158,13;158,13;176,23;158,13;158,13;183,99;130,62;158,13;179,6;183,99;-;189,73;189,73;183,99
02.06.2022;17:00;174,74;171,06;170,5;166,19;166,19;181,06;170,5;166,19;183,94;136;166,19;190,99;183,94;-;206,66;206,66;204,98
02.06.2022;18:00;218,05;199,12;217,26;179,2;179,2;217,65;215,25;174;221,71;175,2;174;218,76;218,05;-;221,71;221,71;221,71
02.06.2022;19:00;230,65;210,24;230,65;175,6;175,6;230,65;230,65;170,5;230,65;229,75;175,6;232,36;230,65;-;260;260;230,65
02.06.2022;20:00;238,97;215,07;238,97;174,97;174,97;238,97;238,97;169,9;238,97;238,97;174,97;237,18;238,97;-;300;300;239,12
02.06.2022;21:00;228,94;208,91;228,94;175,08;175,08;228,94;228,94;170;228,94;228,94;170;234,25;228,94;-;256,61;256,61;228,94
02.06.2022;22:00;229,78;198,06;217,89;173,35;173,35;222,22;200;167,57;228,36;229,51;110,06;226,6;229,78;-;230;230;229,78
02.06.2022;23:00;209,87;176,49;187,21;170,6;170,6;213,56;170,6;166,41;210,4;200,89;25,09;216,13;209,87;-;213,56;213,56;210,4
03.06.2022;00:00;177,61;162,44;177,61;175,56;175,56;177,61;177,61;167,44;177,61;177,61;18,02;184,63;177,61;-;209,31;177,61;177,61
03.06.2022;01:00;163,13;150,01;163,13;162,79;162,79;163,13;163,13;158,07;163,13;163,13;12,39;175,29;163,13;-;203,99;163,13;163,13
03.06.2022;02:00;157,41;144,92;157,41;157,09;157,09;157,41;157,41;152,53;157,41;157,41;11,74;171,26;157,41;-;200;157,41;157,41
03.06.2022;03:00;159,62;146,41;159,62;159,29;159,29;159,62;159,62;154,67;159,62;159,62;11,61;167,9;159,62;-;199,69;159,62;159,62
03.06.2022;04:00;161,7;148,37;161,7;161,37;161,37;161,7;161,7;156,69;161,7;161,7;12,36;170,04;161,7;-;200;161,7;161,7
03.06.2022;05:00;169,94;155,55;169,94;161,43;161,43;169,94;169,94;156,75;169,94;169,94;33,5;178,34;169,94;-;205;169,94;169,94
03.06.2022;06:00;209,83;200,77;209,83;209,83;209,83;209,83;209,83;160,92;209,83;209,83;160,92;208,04;209,83;-;217,47;209,83;209,83
03.06.2022;07:00;225,11;216,75;225,11;215,13;225,11;225,11;225,11;172,92;225,11;207,41;215,13;223,05;225,11;-;225,11;225,11;225,11
03.06.2022;08:00;217,18;206,73;192,35;199,98;217,18;238,02;190;181,54;221,5;193,26;199,98;223,04;217,18;-;292,73;221,5;217,18
03.06.2022;09:00;197,12;187,12;163,59;185,15;197,12;230;169,4;177,33;197,12;137,54;185,15;218,85;197,12;-;274;197,12;197,12
03.06.2022;10:00;179,97;173,87;148,07;175,65;179,97;220;148,07;168,32;179,97;130,63;175,65;206,22;179,97;-;270;230,77;179,97
03.06.2022;11:00;161,85;159,04;112,9;161,85;161,85;217,8;116;161,85;162,13;130,68;161,85;200,37;162,13;-;267,78;260;162,13
03.06.2022;12:00;161,67;159,78;133,05;158,04;161,67;192,52;141,35;158,04;168,08;128,86;158,04;189,82;168,08;-;249,29;192,52;168,08
03.06.2022;13:00;150,23;150,02;122,41;150,23;150,23;180,19;130,48;150,23;156,64;124,83;150,23;178,06;156,64;-;300;180,19;156,64
03.06.2022;14:00;151,96;150,78;136;150,01;151,96;172,5;139,92;150,01;156,04;126,26;150,01;169,86;156,04;-;330;172,5;156,04
03.06.2022;15:00;155,14;152,3;139,03;149,33;155,14;172,44;144,1;149,33;158,75;129,72;149,33;169,42;158,75;-;348,84;172,44;158,75
03.06.2022;16:00;163,09;152,9;114,28;145,08;163,09;176;120,9;153,82;167,98;143,02;153,82;175,97;167,98;-;321,73;176;177,59
03.06.2022;17:00;195,41;177,67;165,3;169,35;169,35;196,77;169,35;160,61;197,38;175,55;160,61;192,72;197,38;-;305,79;230,33;236,48
03.06.2022;18:00;216,31;199,05;197,88;166,01;216,31;207,53;166,01;166,01;214,85;216,31;211,11;211,23;216,31;-;317;214,85;279,87
03.06.2022;19:00;225;206,93;189,44;182,53;225;211,19;182,53;167,51;224,88;226,57;219,6;221,96;225;-;330;224,88;305,36
03.06.2022;20:00;221,83;217,97;221,83;221,83;221,83;221,83;221,83;167,39;221,83;239,16;216,51;221,8;221,83;-;322;221,83;322,38
03.06.2022;21:00;212,86;207,85;199,32;202,98;212,86;229,96;202,98;166,35;216,05;216,05;207,75;216,05;216,05;-;316,27;216,05;216,05
03.06.2022;22:00;211,96;205,68;188,9;194,98;208,35;240;194,98;161,58;216,77;218,15;206,87;215,1;216,77;-;267,78;216,77;218,15
03.06.2022;23:00;183,16;177,5;137,85;154,46;178,77;237,91;154,46;152,48;185,03;185,03;178,77;202,66;185,03;-;237,91;185,03;185,03
04.06.2022;00:00;175,81;174,99;175,81;175,81;175,81;175,81;175,81;161,99;175,81;175,81;171,59;184,81;175,81;-;216,33;216,33;175,81
04.06.2022;01:00;167,97;167,65;167,97;167,97;167,97;167,97;167,97;162,77;167,97;167,97;163,94;173,66;167,97;-;199,75;167,97;167,97
04.06.2022;02:00;166,92;166,25;166,92;166,92;166,92;166,92;166,92;161,43;166,92;166,92;162,91;169,04;166,92;-;197,21;166,92;166,92
04.06.2022;03:00;157,05;156,52;157,05;157,05;157,05;157,05;157,05;152,49;157,05;157,05;153,28;159,57;157,05;-;199;157,05;157,05
04.06.2022;04:00;155,5;154,95;155,5;155,5;155,5;155,5;155,5;150,68;155,5;155,5;151,77;158,04;155,5;-;199,75;155,5;155,5
04.06.2022;05:00;156,01;155,54;156,01;156,01;156,01;156,01;156,01;151,18;156,01;156,01;152,27;159,39;156,01;-;199;156,01;156,01
04.06.2022;06:00;159,8;159,63;159,8;159,8;159,8;159,8;159,8;154,85;159,8;159,8;155,96;166,72;159,8;-;204,32;159,8;159,8
04.06.2022;07:00;169,86;169,7;169,86;169,86;169,86;169,86;169,86;163,55;169,86;169,86;165,78;178,47;169,86;-;206,01;169,86;169,86
04.06.2022;08:00;180;177,93;180;180;180;180;180;164,99;180;180;175,68;176,53;180;-;205;205;180
04.06.2022;09:00;178,5;178;178,5;178,5;178,5;178,5;178,5;165,04;178,5;190,57;174,22;170,65;186,56;-;199;199;186,56
04.06.2022;10:00;163,33;167,95;160,87;163,33;163,33;165,96;161,61;162,09;163,78;187,52;162,09;169,31;187,52;-;193,29;193,29;187,52
04.06.2022;11:00;139,98;154,08;115,55;139,98;139,98;168,68;122,44;147,24;183,97;183,97;139,98;169,16;183,97;-;186,47;186,47;188,07
04.06.2022;12:00;135,14;145,38;92,39;135,14;135,14;182,33;104,9;140,91;168,4;168,4;135,14;167,99;168,4;-;184,07;184,07;176,21
04.06.2022;13:00;114,28;116,82;1;114,28;114,28;168,03;13,27;120,08;159,79;159,79;114,28;160,41;159,79;-;168,03;168,03;161,6
